date,location,level,code,course,trainer,company,Name,Email,score,certificate
2013-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_35,Mariah,sergiobishop@example.org,Pass,ADFVD-46283
2013-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Tasha,owilson@example.com,Pass,ADFVD-46277
2013-11-01,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Victor,autumnwarren@example.org,Pass,ADFVD-46610
2013-11-01,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Caitlyn,leroy16@example.net,Pass,ADFVD-46612
2013-11-01,UK,2,Course-code_10,Course_10,Trainer_1,Company_71,Jeremiah,dominic93@example.org,Exam not taken,
2013-11-01,UK,2,Course-code_10,Course_10,Trainer_1,Company_71,Ross,lucasjeff@example.net,Exam not taken,
2013-11-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Johnny,sophia77@example.com,Credit,ADFVD-46273
2013-11-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Laurie,mosleyshannon@example.org,Pass,ADFVD-46274
2013-11-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Malik,cannonluke@example.net,Credit,ADFVD-46275
2013-11-01,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Mikayla,hcarpenter@example.com,Pass,ADFVD-46276
2013-10-31,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_50,Larry,qwise@example.org,Pass,ADFVD-47221
2013-10-31,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_50,Hannah,dcalhoun@example.net,Pass,ADFVD-47222
2013-10-31,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_50,Nicolas,kzavala@example.net,Pass,ADFVD-47223
2013-10-31,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_50,Candace,martinvilla@example.org,Pass,ADFVD-47224
2013-10-10,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Isabella,tterry@example.net,Credit,ADFVD-45862
2013-10-10,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_50,Janet,rabbott@example.org,Credit,ADFVD-45863
2013-10-10,Kenya,2,Course-code_10,Course_10,Trainer_14,Company_50,Willie,tristansawyer@example.com,Pass,ADFVD-45861
2013-10-04,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_65,Richard,alvaradomackenzie@example.org,Pass,ADFVD-47216
2013-10-04,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_65,Barbara,gracehood@example.net,Fail,
2013-10-04,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_65,Rachael,huntandres@example.net,Fail,
2013-10-04,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_65,Robyn,bowersjordan@example.com,Pass,ADFVD-47219
2013-10-04,Nigeria,2,Course-code_7,Course_7,Trainer_14,Company_65,Veronica,bettyvaughan@example.net,Pass,ADFVD-47220
2013-10-04,Kenya,2,Course-code_7,Course_7,Trainer_14,Company_65,Claudia,burkecarmen@example.net,Pass,ADFVD-47215
2013-09-23,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Allen,rileymullins@example.com,Pass,ADFVD-45857
2013-09-23,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Tiffany,morganortega@example.net,Pass,ADFVD-45858
2013-09-23,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Sally,cflowers@example.net,Pass,ADFVD-45859
2013-09-23,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Dakota,keymary@example.com,Pass,ADFVD-45860
2013-09-20,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_65,Bernard,clifford59@example.net,Pass,ADFVD-46512
2013-09-20,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_65,Karen,ihood@example.org,FAIL,
2013-09-20,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_65,Dalton,tylernathan@example.net,Pass,ADFVD-46514
2013-09-20,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_65,Shelley,janebean@example.com,Pass,ADFVD-46515
2013-09-20,Nigeria,2,Course-code_10,Course_10,Trainer_14,Company_65,Thomas,codyrich@example.net,Pass,ADFVD-46516
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Regina,breanna42@example.org,Pass,ADFVD-45963
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Ariel,imitchell@example.com,Pass,ADFVD-45964
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Troy,elliscandice@example.com,Pass,ADFVD-45965
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Carrie,cristinalevine@example.org,Pass,ADFVD-45966
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Norman,ibarrajasmin@example.org,Pass,ADFVD-45967
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Vernon,michellecunningham@example.net,Pass,ADFVD-45968
2013-09-20,Kenya,1,Course-code_18,Course_18,Trainer_2,Company_28,Shaun,collinskyle@example.org,Pass,ADFVD-45969
2013-09-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_35,Caitlyn,lhebert@example.com,FAIL,
2013-09-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_65,Warren,craigsharp@example.com,FAIL,
2013-09-13,UK,3,Course-code_13,Course_13,Trainer_1,Company_65,Walter,johnlopez@example.org,Credit,ADFVD-47176
2013-09-09,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Leslie,gwendolyn74@example.com,Credit,ADFVD-45853
2013-09-09,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Amy,ashley97@example.net,Pass,ADFVD-45854
2013-09-09,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Judy,myersanita@example.org,Pass,ADFVD-45855
2013-09-09,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_28,Alex,alyssa29@example.com,Pass,ADFVD-45856
2013-09-02,UK,3,Course-code_12,Course_12,Trainer_1,Company_28,Andres,foneal@example.com,Pass,ADFVD-46392
2013-09-02,MCompany 86co,3,Course-code_12,Course_12,Trainer_1,Company_28,Veronica,beckercesar@example.com,Pass,ADFVD-47005
2013-09-02,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_28,Kendra,bowenjimmy@example.net,Pass,ADFVD-47006
2013-09-02,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_28,Omar,silvapatrick@example.org,Exam not taken,
2013-09-02,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_28,Kurt,darlene38@example.org,Exam not taken,
2013-09-02,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_28,Mikayla,cameron08@example.net,Pass,ADFVD-47009
2013-08-30,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_65,Melody,lynn01@example.net,Credit,ADFVD-46095
2013-08-30,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_65,Sheryl,zacharybean@example.com,Pass,ADFVD-46096
2013-08-30,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_65,Lynn,jmccoy@example.org,Pass,ADFVD-46097
2013-08-30,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_65,Carmen,ian16@example.net,Credit,ADFVD-46098
2013-08-30,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_65,Shelley,kiaramason@example.org,Pass,ADFVD-46099
2013-08-28,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_13,Kelli,srichardson@example.org,FAIL,
2013-08-28,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_13,Lorraine,imccarthy@example.com,Pass,ADFVD-47276
2013-08-28,Kenya,3,Course-code_12,Course_12,Trainer_1,Company_13,Julian,jhurley@example.org,FAIL,
2013-08-28,Alaska,3,Course-code_12,Course_12,Trainer_1,Company_13,Martha,kathryn78@example.com,FAIL,
2013-08-19,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_9,Shelia,martinkarina@example.com,Pass,ADFVD-45851
2013-08-19,Kenya,2,Course-code_11,Course_11,Trainer_2,Company_9,Dominic,karinacooke@example.net,Pass,ADFVD-45852
2013-08-16,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_28,Glen,nashantonio@example.net,Credit,ADFVD-46450
2013-08-16,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_28,Scott,ynelson@example.com,Pass,ADFVD-46451
2013-08-16,Kenya,2,Course-code_10,Course_10,Trainer_2,Company_28,Connie,meghan24@example.com,Credit,ADFVD-46452
2013-07-19,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Tasha,vconley@example.org,Pass,ADFVD-46606
2013-07-19,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Hayley,jlara@example.com,Credit,ADFVD-46607
2013-07-19,UK,2,Course-code_10,Course_10,Trainer_1,Company_65,Molly,newtonterri@example.com,Fail,
2013-07-02,UK,2,Course-code_12,Course_12,Trainer_1,Company_49,Shelia,vincentglover@example.com,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Dawn,tmontoya@example.com,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Alex,joygeorge@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Parker,dolson@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Bianca,mauricebuckley@example.com,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Angelica,stefaniepacheco@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Tim,billy10@example.net,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Yvonne,lauren66@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_49,Lydia,marisa00@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_5,Collin,jmckinney@example.org,Exam not taken,
2013-07-02,Saudi Arabia,2,Course-code_12,Course_12,Trainer_1,Company_5,Kristopher,rhondasilva@example.org,Exam not taken,
2013-06-30,South Africa,2,Course-code_10,Course_10,Trainer_1,Company_49,Max,harringtongabriella@example.org,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Jacqueline,sherylmurray@example.com,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Jeanne,jcarter@example.com,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Douglas,jonesalbert@example.org,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Mercedes,ramirezbenjamin@example.org,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Selena,annecampbell@example.org,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Francis,harrellcynthia@example.com,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Paul,marilynbradford@example.com,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Heather,aliciagarza@example.org,Exam not taken,
2013-06-30,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Grace,stephanieweber@example.net,Exam not taken,
2013-06-28,UK,2,Course-code_10,Course_10,Trainer_2,Company_54,Catherine,nelsonlori@example.org,Attendance,
2013-06-28,UK,2,Course-code_10,Course_10,Trainer_2,Company_54,Corey,phillip27@example.net,Attendance,
2013-06-28,UK,2,Course-code_10,Course_10,Trainer_2,Company_54,Hunter,jimsellers@example.com,Attendance,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_49,Isaac,ydillon@example.com,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_2,Company_49,Michele,jade86@example.org,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_49,Maxwell,kyle29@example.net,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_49,Alan,matthewmolina@example.net,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_49,Kayla,harringtonmariah@example.com,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_5,Thomas,joannewood@example.com,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_5,Wanda,lhobbs@example.net,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_5,Allen,charleshodges@example.net,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_5,Willie,bvaldez@example.org,Exam not taken,
2013-06-25,Saudi Arabia,3,Course-code_12,Course_12,Trainer_1,Company_5,Travis,albert11@example.net,Exam not taken,
2013-06-25,Botswana,3,Course-code_12,Course_12,Trainer_1,Company_5,Kaitlyn,annwhite@example.net,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Chris,hobbstammy@example.org,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Kirk,tasha06@example.net,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Chloe,ejacobs@example.org,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Nancy,nobletyrone@example.com,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_49,Parker,marcusgarner@example.com,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Francis,ingramalyssa@example.org,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Katherine,walshmalik@example.net,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Kathryn,kevinbriggs@example.com,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_11,Course_11,Trainer_1,Company_5,Andrea,christopherkoch@example.com,Exam not taken,
2013-06-23,Saudi Arabia,2,Course-code_10,Course_10,Trainer_1,Company_5,Ronald,stefanie21@example.net,Exam not taken,
2013-06-23,Botswana,2,Course-code_10,Course_10,Trainer_1,Company_5,Patricia,lorraine95@example.com,Exam not taken,
2013-06-21,UK,2,Course-code_11,Course_11,Trainer_2,Company_65,Ethan,jay82@example.net,Pass,ADFVD-45822
2013-06-21,UK,2,Course-code_10,Course_10,Trainer_2,Company_86,Catherine,sara05@example.org,Credit,ADFVD-45823
2013-06-07,Angola,2,Course-code_10,Course_10,Trainer_6,Company_76,Erik,reidalexa@example.com,Pass,ADFVD-46827
2013-06-05,MCompany 86co,3,Course-code_12,Course_12,Trainer_1,Company_30,Toni,blairdarlene@example.net,Fail,
2013-06-05,MCompany 86co,3,Course-code_12,Course_12,Trainer_1,Company_30,Linda,suarezmindy@example.net,Pass,ADFVD-47004
2013-06-05,MCompany 86co,3,Course-code_12,Course_12,Trainer_1,Company_67,Joy,colemansean@example.org,Withdrew,
2013-06-05,MCompany 86co,3,Course-code_12,Course_12,Trainer_1,Company_67,Levi,fsullivan@example.net,Pass,ADFVD-47002
2013-06-05,India,3,Course-code_12,Course_12,Trainer_1,Company_67,Beth,fguzman@example.org,Fail,
2013-05-29,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Candace,maldonadomaureen@example.org,Pass,ADFVD-47097
2013-05-29,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Rachael,nchavez@example.org,Pass,ADFVD-47098
2013-05-29,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Erika,oconner@example.com,Pass,ADFVD-47099
2013-05-29,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Joshua,wterrell@example.com,Pass,ADFVD-47100
2013-05-29,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Dominic,kerrymaynard@example.com,Exam not taken,
2013-05-24,USA,2,Course-code_7,Course_7,Trainer_1,Company_67,Jasmin,orosario@example.com,Pass,ADFVD-47091
2013-05-24,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Tanya,angiephelps@example.org,Pass,ADFVD-47092
2013-05-24,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Ariel,grant76@example.org,Pass,ADFVD-47093
2013-05-24,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Gregory,ygregory@example.org,Fail,ADFVD-47094
2013-05-24,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Steve,qdelacruz@example.net,Fail,ADFVD-47095
2013-05-24,MCompany 86co,2,Course-code_7,Course_7,Trainer_1,Company_67,Mercedes,wjohnson@example.com,Withdrawn from course due to work,
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Howard,linda70@example.com,Credit,ADFVD-46441
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Lucas,wstanley@example.org,Credit,ADFVD-46442
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Carlos,marciagolden@example.org,Pass,ADFVD-46443
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Robyn,nmiddleton@example.net,Pass,ADFVD-46444
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Jody,mcdowellpatrick@example.org,Pass,ADFVD-46445
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Leslie,smathews@example.net,Pass,ADFVD-46446
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Isaiah,savannah43@example.org,Pass,ADFVD-46447
2013-05-10,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Julian,gardnerdominic@example.com,Pass,ADFVD-46448
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_30,Bradley,devinherman@example.net,Pass,ADFVD-46436
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_30,Arthur,sheri54@example.com,Pass,ADFVD-46438
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Clayton,nterry@example.net,Pass,ADFVD-46435
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Jaime,ymcintosh@example.org,Pass,ADFVD-46437
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Tami,orozcobill@example.com,Pass,ADFVD-46439
2013-05-03,MCompany 86co,2,Course-code_10,Course_10,Trainer_1,Company_67,Christine,darrellmeyers@example.org,Pass,ADFVD-46440
2013-05-03,India,2,Course-code_11,Course_11,Trainer_1,Company_67,Samantha,wesleymullins@example.net,Fail,
2013-04-12,South Africa,2,Course-code_10,Course_10,Trainer_1,Company_33,Karl,sheriliu@example.com,Pass,ADFVD-46574
2013-04-12,South Africa,2,Course-code_10,Course_10,Trainer_1,Company_33,Lynn,forbesseth@example.com,Pass,ADFVD-46575
2013-04-12,Nigeria,2,Course-code_10,Course_10,Trainer_1,Company_33,Katelyn,warnergwendolyn@example.com,Pass,ADFVD-46573
2013-03-22,UK,2,Course-code_10,Course_10,Trainer_1,Company_97,Patty,jorge83@example.com,Pass,ADFVD-46605
2013-03-15,UK,3,Course-code_12,Course_12,Trainer_1,Company_54,Breanna,kelleyjames@example.com,Attendance,
2013-03-15,UK,3,Course-code_12,Course_12,Trainer_1,Company_54,Hannah,dcalhoun@example.net,Attendance,
2013-03-15,UK,3,Course-code_12,Course_12,Trainer_1,Company_54,Nicolas,kzavala@example.net,Attendance,
2013-03-15,UK,2,Course-code_7,Course_7,Trainer_1,Company_54,Robert,kristie15@example.net,Attendance,
2013-03-15,UK,2,Course-code_7,Course_7,Trainer_1,Company_54,Cassie,snowdaryl@example.com,Attendance,
2013-03-15,UK,2,Course-code_7,Course_7,Trainer_1,Company_54,Julian,ccastro@example.net,Attendance,
2013-03-01,UK,3,Course-code_12,Course_12,Trainer_1,Company_54,Claire,haysannette@example.org,Attendance,
2013-03-01,UK,2,Course-code_7,Course_7,Trainer_1,Company_54,Paige,donyu@example.org,Exam not taken,
2013-03-01,UK,2,Course-code_7,Course_7,Trainer_1,Company_54,Reginald,mhart@example.net,Exam not taken,
2013-01-28,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Lynn,forbesseth@example.com,Pass,ADFVD-46507
2013-01-28,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Renee,kayleesims@example.org,Pass,ADFVD-46508
2013-01-28,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Diana,eugene90@example.org,Pass,ADFVD-46509
2013-01-28,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Tasha,charlenewise@example.org,Pass,ADFVD-46510
2013-01-28,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Audrey,robersonjonathan@example.com,Pass,ADFVD-46511
2013-01-23,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_17,Logan,markbenitez@example.com,Pass,ADFVD-46092
2013-01-23,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_17,Mark,gabrielgarcia@example.net,Pass,ADFVD-46093
2013-01-23,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_17,Sheena,vraymond@example.net,Fail,
2013-01-17,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Jermaine,wanda04@example.net,Pass,ADFVD-46321
2013-01-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_50,Cathy,georgechan@example.org,Pass,ADFVD-46320
2013-01-11,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Chris,wonggene@example.com,Pass,ADFVD-46505
2013-01-11,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Karl,sheriliu@example.com,Pass,ADFVD-46506
2012-12-14,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Seth,joann83@example.org,Pass,ADFVD-46091
2012-12-12,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_33,Renee,tknapp@example.org,Credit,ADFVD-46086
2012-12-12,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_86,Julian,kingabigail@example.com,Fail,
2012-12-12,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_86,Caleb,janice77@example.com,Fail,
2012-12-12,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_86,Tasha,darryl45@example.net,Fail,
2012-12-12,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_86,Alyssa,shelia93@example.net,Pass,ADFVD-46090
2012-11-30,USA,1,Course-code_8,Course_8,Trainer_19,Company_17,Emma,mathewbrowning@example.net,Pass,ADFVD-46270
2012-11-30,Nigeria,1,Course-code_10,Course_10,Trainer_19,Company_17,Heather,gregorygamble@example.com,Pass,ADFVD-46271
2012-11-30,Nigeria,1,Course-code_8,Course_8,Trainer_19,Company_17,Daryl,darren75@example.org,Pass,ADFVD-46272
2012-11-30,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_86,Cindy,sstephens@example.com,Pass,ADFVD-46502
2012-11-30,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_86,Michael,marciaritter@example.org,Pass,ADFVD-46503
2012-11-30,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_86,Marcia,shepherdveronica@example.com,Pass,ADFVD-46504
2012-11-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Michael,candacemckenzie@example.org,Pass,ADFVD-46601
2012-11-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Tyrone,pearsonalCompany 86s@example.com,Pass,ADFVD-46602
2012-11-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Jocelyn,tommy53@example.net,Pass,ADFVD-46603
2012-11-09,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Kristine,natalie35@example.net,Pass,ADFVD-46604
2012-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Cassie,shahphyllis@example.org,Pass,ADFVD-46081
2012-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Regina,lauren11@example.org,Pass,ADFVD-46082
2012-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Jose,beverlyhawkins@example.com,Pass,ADFVD-46084
2012-11-07,Nigeria,1,Course-code_8,Course_8,Trainer_21,Company_50,Joy,nathanibarra@example.com,Fail,
2012-11-02,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Darrell,bkaiser@example.net,Pass,ADFVD-46598
2012-11-02,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Arthur,christiandesiree@example.com,Credit,ADFVD-46599
2012-11-02,UK,2,Course-code_10,Course_10,Trainer_1,Company_52,Sandra,shafferjermaine@example.com,Pass,ADFVD-46600
2012-10-26,UK,2,Course-code_10,Course_10,Trainer_1,Company_97,Diana,eugene90@example.org,Pass,ADFVD-46597
2012-10-26,UK,2,Course-code_10,Course_10,Trainer_1,Company_96,Renee,kayleesims@example.org,Pass,ADFVD-46596
2012-10-25,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,George,crawfordjermaine@example.com,Pass,ADFVD-46498
2012-10-25,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Rachel,christieryan@example.net,Pass,ADFVD-46499
2012-10-25,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Dylan,itran@example.com,Pass,ADFVD-46500
2012-10-25,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Sue,bonilladamon@example.com,Pass,ADFVD-46501
2012-10-19,South Africa.,2,Course-code_10,Course_10,Trainer_5,Company_45,Angelica,dlin@example.net,Pass,ADFVD-46701
2012-10-19,South Africa.,2,Course-code_10,Course_10,Trainer_5,Company_95,Mackenzie,hayley39@example.com,Pass,ADFVD-46702
2012-10-19,South Africa,2,Course-code_10,Course_10,Trainer_5,Company_95,Alexandria,zacharyprice@example.com,Fail,
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Doris,ewatts@example.com,Pass,ADFVD-46002
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Mercedes,virginiarichard@example.com,Pass,ADFVD-46003
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Craig,jeffersonbrittney@example.net,Pass,ADFVD-46004
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Tami,blackburnmiranda@example.net,Pass,ADFVD-46005
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Erik,woodarddarryl@example.com,Pass,ADFVD-46006
2012-10-17,Kenya,1,Course-code_8,Course_8,Trainer_21,Company_62,Theresa,qcraig@example.com,Pass,ADFVD-46007
2012-10-12,Uruguay,1,Course-code_8,Course_8,Trainer_21,Company_62,Sarah,lindseyallen@example.org,Pass,ADFVD-46229
2012-10-12,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Dominique,waynewong@example.com,Pass,ADFVD-46495
2012-10-12,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Theresa,walexander@example.org,Pass,ADFVD-46496
2012-10-12,Nigeria,2,Course-code_10,Course_10,Trainer_19,Company_13,Brady,cobbhoward@example.org,Pass,ADFVD-46497
